Data
"Maipú, RM"
32000
"Ñuñoa, RM"
92000
"Villa Alemana, VS"
230000
"San Ramón, RM"
11000
"Las Condes, RM"
97000
"Quinta Normal, RM"
130000
"Pudahuel, RM"
137000
"Doñihue, LI"
140000
"La Reina, RM"
110000
"Santiago, RM"
170000
"Vitacura, RM"
81000
"Pudahuel, RM"
253000
"San Felipe, VS"
2000
"Rengo, LI"
3333
"Talagante, RM"
300000
"Cerrillos, RM"
31000
"Los Andes, VS"
1000
"Ñuñoa, RM"
110000
"Calera, VS"
53000
"Viña del Mar, VS"
222000
"Viña del Mar, VS"
85000
"Quilpué, VS"
200000
"Santiago, RM"
156000
"Lampa, RM"
111000
"Cerrillos, RM"
70000
"San Bernardo, RM"
182000
"Santiago, RM"
51000
"Santiago, RM"
37000
"Estación Central, RM"
168000
"Maipú, RM"
65000
"Curicó, ML"
180000
"Viña del Mar, VS"
66000
"Las Condes, RM"
33000
"Santiago, RM"
29000
"Quilicura, RM"
177000
"Curacaví, RM"
209000
"Villa Alemana, VS"
172000
"Melipilla, RM"
180000
"San Bernardo, RM"
188000
"Santiago, RM"
200000
"Rancagua, LI"
146000
"Santiago, RM"
11000
"Requínoa, LI"
160000
"Recoleta, RM"
10000
"Pudahuel, RM"
288000
"Villa Alemana, VS"
159000
"Santiago, RM"
86000
"Talca, ML"
163000
"María Pinto, RM"
101000
"San Fernando, LI"
300
"Santiago, RM"
144000
"Santiago, RM"
225000
"Padre Hurtado, RM"
1000
"Peñaflor, RM"
157000
"Quillota, VS"
126000
"Macul, RM"
141000
"Puente Alto, RM"
20000
"San Vicente, LI"
210000
"El Quisco, VS"
180000
"Melipilla, RM"
300000
"Pirque, RM"
150000
"Pudahuel, RM"
162000
"Navidad, LI"
143000
"Quilicura, RM"
167000
"Santiago, RM"
13000
"Peñalolén, RM"
112000
"Isla de Maipo, RM"
145000
"Padre Hurtado, RM"
164000
"Quilpué, VS"
125000
"Buin, RM"
3555
"Melipilla, RM"
108000
"Ñuñoa, RM"
11000
"Puente Alto, RM"
300
"Quilicura, RM"
300000
"Olivar, LI"
1111
"San Miguel, RM"
118000
"Rengo, LI"
1111
"Santiago, RM"
203000
"Maipú, RM"
150000
"Lo Espejo, RM"
190000
"Viña del Mar, VS"
154000
"Lo Barnechea, RM"
190000
"Melipilla, RM"
99000
"El Bosque, RM"
85000
"Rancagua, LI"
115000
"Concón, VS"
153000
"Calera de Tango, RM"
11000
"Casablanca, VS"
230000
"Independencia, RM"
200000
"Santiago, RM"
195000
"Santiago, RM"
200000
"Peñaflor, RM"
999
"Maipú, RM"
2600
"Valparaíso, VS"
300
"La Florida, RM"
240000
"Valparaíso, VS"
235000
"Santiago, RM"
122000
"Maipú, RM"
150000
"Maipú, RM"
68000
"Puente Alto, RM"
75000
"Cerrillos, RM"
170000
"Colina, RM"
2000
"Quinta Normal, RM"
153000
"Puente Alto, RM"
11000
"Rancagua, LI"
300
"La Florida, RM"
157000
"Valparaíso, VS"
100000
"Cartagena, VS"
11000
"Santiago, RM"
30000
"Rancagua, LI"
80000
"La Florida, RM"
26000
"Santiago, RM"
61000
"Talagante, RM"
73000
"Talagante, RM"
300
"Santiago, RM"
86000
"Peñalolén, RM"
18000
"San Bernardo, RM"
143000
"Puente Alto, RM"
180000
"El Bosque, RM"
300
"Peñalolén, RM"
94000
"Conchalí, RM"
130000
"Talca, ML"
141000
"Renca, RM"
118000
"Valparaíso, VS"
59000
"Estación Central, RM"
169000
"Villa Alemana, VS"
143000
"La Florida, RM"
26000
"Calera, VS"
1111
"Algarrobo, VS"
1111
"Santiago, RM"
79000
"Providencia, RM"
60000
"Las Condes, RM"
10000
"La Florida, RM"
74000
"Viña del Mar, VS"
87000
"Melipilla, RM"
109000
"Conchalí, RM"
140000
"Melipilla, RM"
289000
"Quilicura, RM"
175000
"Lo Espejo, RM"
167000
"Macul, RM"
56000
"Estación Central, RM"
1400
"Maipú, RM"
170000
"Santiago, RM"
168000
"Conchalí, RM"
250000
"Maipú, RM"
170000
"Las Condes, RM"
150000
"El Bosque, RM"
137000
"Calera, VS"
148000
"Viña del Mar, VS"
185000
"Puente Alto, RM"
164000
"Limache, VS"
146000
"Colina, RM"
197000
"Lampa, RM"
170000
"Lo Barnechea, RM"
168000
"Valparaíso, VS"
219000
"Maipú, RM"
126000
"Santiago, RM"
199000
"Santiago, RM"
150000
"La Florida, RM"
15000
"Maipú, RM"
33000
"San Bernardo, RM"
170000
"Peñalolén, RM"
260000
"San Antonio, VS"
104000
"Cartagena, VS"
186644
"La Cisterna, RM"
118000
"Villa Alemana, VS"
155000
"Villa Alemana, VS"
65000
"Viña del Mar, VS"
152000
"Santiago, RM"
12000
"Santiago, RM"
262267
"Limache, VS"
162000
"Santiago, RM"
35000
"Olmué, VS"
55000
"Buin, RM"
210000
"Macul, RM"
102000
"Quilpué, VS"
119000
"Santiago, RM"
2008
"La Cisterna, RM"
202000
"La Florida, RM"
260000
"Santiago, RM"
115000
"San Antonio, VS"
104000
"Teno, ML"
230000
"Cartagena, VS"
5000
"Cerrillos, RM"
190000
"Santiago, RM"
218000
"Calera, VS"
123000
"Concón, VS"
96000
"Huechuraba, RM"
77000
"Calera, VS"
168000
"Santiago, RM"
270000
"Limache, VS"
200000
"Melipilla, RM"
230000
"Puchuncaví, VS"
150000
"Puente Alto, RM"
87000
"Pudahuel, RM"
212000
"La Cisterna, RM"
183000
"San Antonio, VS"
93000
"Melipilla, RM"
185000
"Santiago, RM"
77000
"San Joaquín, RM"
190000
"Peñaflor, RM"
130000
"Vitacura, RM"
67000
"Santiago, RM"
120000
"Santiago, RM"
300
"Quilpué, VS"
165000
"Chillán, NB"
36000
"Curacaví, RM"
150000
"Las Condes, RM"
54000
"Villa Alemana, VS"
142000
"Peñalolén, RM"
159000
"Santiago, RM"
120000
"Santiago, RM"
49000
"Cerrillos, RM"
107000
"Santiago, RM"
470
"Pudahuel, RM"
18000
"Santiago, RM"
75000
"Santiago, RM"
40000
"Santiago, RM"
300000
"Pudahuel, RM"
46000
"Buin, RM"
17000
"Santiago, RM"
11000
"Ñuñoa, RM"
103000
"Casablanca, VS"
127000
"Santiago, RM"
134000
"Quillota, VS"
300
"Quilicura, RM"
14000
"La Florida, RM"
58000
"Puente Alto, RM"
119000
"Las Condes, RM"
17000
"Quillota, VS"
22000
"Quilpué, VS"
135000
"Santiago, RM"
61000
"Colina, RM"
274000
"Providencia, RM"
212000
"Melipilla, RM"
250000
"Estación Central, RM"
137000
"Valparaíso, VS"
200000
"Buin, RM"
280000
"Santiago, RM"
211000
"Las Condes, RM"
220000
"Santiago, RM"
30000
"Quillota, VS"
150000
"Villa Alemana, VS"
118000
"Cerro Navia, RM"
144000
"Puente Alto, RM"
186000
"Las Condes, RM"
222000
"La Cisterna, RM"
175000
"Cartagena, VS"
116000
"Concón, VS"
103000
"Santiago, RM"
227000
"Lampa, RM"
221000
"Santiago, RM"
43000
"Lampa, RM"
110000
"Melipilla, RM"
800
"Lo Barnechea, RM"
226000
"San Ramón, RM"
111000
"Santiago, RM"
169000
"Puente Alto, RM"
177000
"Santiago, RM"
61000
"Maipú, RM"
168000
"Maipú, RM"
90000
"Puente Alto, RM"
149000
"Santiago, RM"
140000
"Quillota, VS"
160000
"El Bosque, RM"
200000
"La Florida, RM"
168000
"Melipilla, RM"
200000
"Valparaíso, VS"
1000
"San Ramón, RM"
300000
"Las Condes, RM"
1000
"Santiago, RM"
200000
"La Cisterna, RM"
172000
"Viña del Mar, VS"
149000
"Maipú, RM"
67000
"Viña del Mar, VS"
39000
"Puente Alto, RM"
261000
"Pedro Aguirre Cerda, RM"
45000
"Santiago, RM"
150000
"La Granja, RM"
216000
"La Florida, RM"
280000
"Santiago, RM"
230000
"Santiago, RM"
370070
"Puente Alto, RM"
91000
"Puente Alto, RM"
122000
"Rancagua, LI"
192000
"Buin, RM"
300
"Santiago, RM"
113000
"Santiago, RM"
137000
"La Pintana, RM"
28000
"Maipú, RM"
195000
"Limache, VS"
245000
"Conchalí, RM"
145000
"Quilpué, VS"
125000
"Las Condes, RM"
300
"Providencia, RM"
40000
"San Bernardo, RM"
160000
"Colina, RM"
106000
"Peñalolén, RM"
183000
"Lo Barnechea, RM"
107000
"Quilpué, VS"
78000
"Quilpué, VS"
175000
"San Felipe, VS"
231000
"Puente Alto, RM"
18000
"Puente Alto, RM"
300
"Santiago, RM"
1111
"Cerro Navia, RM"
99000
"Santiago, RM"
60000
"Maipú, RM"
94000
"Viña del Mar, VS"
75000
"Santiago, RM"
156000
"La Granja, RM"
50000
"Cerrillos, RM"
216000
"Puente Alto, RM"
78000
"Los Andes, VS"
74000
"San Bernardo, RM"
110000
"Puente Alto, RM"
124000
"Santiago, RM"
82000
"Quilicura, RM"
1111
"La Florida, RM"
30000
"Santiago, RM"
168000
"Quilpué, VS"
91000
"Maipú, RM"
61000
"Pudahuel, RM"
190000
"Santiago, RM"
42000
"Santiago, RM"
130000
"Huechuraba, RM"
180000
"Puente Alto, RM"
58000
"Santiago, RM"
94000
"Quilpué, VS"
129000
"Huechuraba, RM"
80000
"Maipú, RM"
50000
"San Carlos, NB"
1800
"Isla de Maipo, RM"
160000
"Santiago, RM"
150000
"Lampa, RM"
184000
"Santiago, RM"
125000
"Concón, VS"
103000
"Santiago, RM"
74000
"Estación Central, RM"
138000
"La Pintana, RM"
115000
"La Ligua, VS"
140000
"Maipú, RM"
170000
"Pirque, RM"
261000
"Padre Hurtado, RM"
228000
"Padre Hurtado, RM"
180000
"San Ramón, RM"
150000
"La Florida, RM"
118000
"Peñaflor, RM"
66000
"Quilpué, VS"
150000
"Puente Alto, RM"
11000
"Puente Alto, RM"
10000
"Conchalí, RM"
85000
"Providencia, RM"
110000
"San Joaquín, RM"
200000
"Huechuraba, RM"
152000
"Limache, VS"
220000
"Calera de Tango, RM"
111000
"Santiago, RM"
54000
"Santiago, RM"
2200
"Maipú, RM"
174000
"Cartagena, VS"
116000
"Santiago, RM"
126000
"Lo Prado, RM"
78000
"El Tabo, VS"
13000
"Puente Alto, RM"
83000
"Viña del Mar, VS"
80000
"Talagante, RM"
200000
"Recoleta, RM"
170000
"Puente Alto, RM"
187000
"Quillota, VS"
73000
"Santiago, RM"
137000
"Machalí, LI"
9439
"Paine, RM"
11000
"Valparaíso, VS"
115000
"Santiago, RM"
200000
"Viña del Mar, VS"
168000
"La Cisterna, RM"
194000
"Las Condes, RM"
64000
"Maipú, RM"
109000
"Conchalí, RM"
260000
"La Cisterna, RM"
206000
"Santiago, RM"
220000
"Valparaíso, VS"
270000
"Lo Prado, RM"
111000
"Puente Alto, RM"
120000
"Pirque, RM"
66000
"Santiago, RM"
134000
"Machalí, LI"
1111
"La Granja, RM"
122000
"Graneros, LI"
254000
"Santiago, RM"
59000
"Quilpué, VS"
169000
"La Florida, RM"
300000
"Lo Barnechea, RM"
250000
"Santiago, RM"
156000
"Puente Alto, RM"
128000
"San Javier, ML"
11000
"Viña del Mar, VS"
82000
"Rancagua, LI"
44000
"Coinco, LI"
144000
"Santiago, RM"
622
"Calera, VS"
150000
"Santiago, RM"
100000
"Rengo, LI"
198000
"San Bernardo, RM"
48000
"Quilicura, RM"
140000
"Macul, RM"
82000
"Colina, RM"
161000
"Santiago, RM"
140000
"Pudahuel, RM"
42000
"La Florida, RM"
123000
"Las Condes, RM"
58000
"La Florida, RM"
30000
"San Fernando, LI"
78000
"Lo Barnechea, RM"
145000
"La Florida, RM"
30000
"Santiago, RM"
113000
"Maipú, RM"
57000
"Macul, RM"
50000
"Santiago, RM"
71000
"Viña del Mar, VS"
99000
"Santiago, RM"
47000
"Paine, RM"
37000
"La Florida, RM"
66000
"Santiago, RM"
300000
"Melipilla, RM"
200000
"Requínoa, LI"
160000
"Curicó, ML"
118000
"Talca, ML"
144000
"Maipú, RM"
180000
"Cerrillos, RM"
250000
"Lo Barnechea, RM"
160000
"San Ramón, RM"
89000
"Ovalle, CO"
1350
"Quinta Normal, RM"
175000
"Santiago, RM"
300000
"Maipú, RM"
123000
"La Florida, RM"
522
"Villa Alemana, VS"
190000
"San Bernardo, RM"
210000
"Santiago, RM"
1111
"Santiago, RM"
140000
"San Vicente, LI"
240000
"Isla de Maipo, RM"
147000
"San Felipe, VS"
1111
"Concón, VS"
128000
"Santiago, RM"
138000
"Renca, RM"
0
"Viña del Mar, VS"
95000
"Viña del Mar, VS"
1400
"Buin, RM"
300000
"Santiago, RM"
530
"Pudahuel, RM"
171000
"Quintero, VS"
205000
"Chimbarongo, LI"
87000
"Peñaflor, RM"
666
"Curicó, ML"
60000
"La Pintana, RM"
1000
"Cerrillos, RM"
95000
"Chimbarongo, LI"
200000
"Colina, RM"
125000
"Quinta Normal, RM"
188000
"Puente Alto, RM"
20000
"Viña del Mar, VS"
136000
"Talagante, RM"
280000
"Viña del Mar, VS"
290000
"Cauquenes, ML"
120000
"Santiago, RM"
200000
"Nogales, VS"
73000
"Peñalolén, RM"
213000
"Estación Central, RM"
180000
"Melipilla, RM"
180000
"Lo Espejo, RM"
85000
"Viña del Mar, VS"
10000
"Talca, ML"
12000
"La Cisterna, RM"
199000
"Santiago, RM"
330
"Santiago, RM"
200000
"La Pintana, RM"
167000
"Peñaflor, RM"
96000
"Curicó, ML"
63000
"Quilicura, RM"
250000
"Coltauco, LI"
1111
"Pudahuel, RM"
160000
"San Felipe, VS"
255000
"Vicuña, CO"
145000
"Santiago, RM"
300
"El Monte, RM"
110000
"Olmué, VS"
109000
"Buin, RM"
3500
"Rancagua, LI"
330
"Coltauco, LI"
559
"Mostazal, LI"
23000
"Santiago, RM"
200000
"Santiago, RM"
130000
"San Joaquín, RM"
66000
"Limache, VS"
120000
"Quinta de Tilcoco, LI"
57000
"Limache, VS"
173000
"Las Condes, RM"
20000
"Maipú, RM"
100000
"Viña del Mar, VS"
58000
"Santiago, RM"
45000
"Providencia, RM"
45000
"Independencia, RM"
105000
"La Florida, RM"
137000
"Santiago, RM"
4827
"Santiago, RM"
100000
"Rengo, LI"
202000
"Quilpué, VS"
270000
"Molina, ML"
78000
"Independencia, RM"
167000
"Santiago, RM"
43000
"Lo Espejo, RM"
208000
"Las Condes, RM"
74000
"Viña del Mar, VS"
268000
"Parral, ML"
38000
"Estación Central, RM"
107000
"Puente Alto, RM"
86000
"Santiago, RM"
53000
"Puente Alto, RM"
235000
"La Florida, RM"
44000
"Talagante, RM"
100000
"Santiago, RM"
73000
"Lo Barnechea, RM"
240000
"Independencia, RM"
18000
"Quilicura, RM"
1111
"Viña del Mar, VS"
230000
"La Pintana, RM"
77000
"Buin, RM"
3555
"Penco, BI"
218000
"Quillota, VS"
200000
"Cerro Navia, RM"
120000
"Santiago, RM"
46000
"Villa Alemana, VS"
140000
"Parral, ML"
96000
"San Antonio, VS"
200000
"San Vicente, LI"
170000
"Santiago, RM"
209170
"Pudahuel, RM"
195000
"Pirque, RM"
130000
"San Felipe, VS"
160000
"La Pintana, RM"
225000
"Cerrillos, RM"
127000
"Puente Alto, RM"
123000
"El Bosque, RM"
300
"Santiago, RM"
142000
"Cartagena, VS"
116000
"La Florida, RM"
170000
"Santiago, RM"
118000
"San Bernardo, RM"
147000
"Villa Alemana, VS"
160000
"Quilpué, VS"
165000
"Valparaíso, VS"
190000
"Santiago, RM"
20000
"Maipú, RM"
99000
"Limache, VS"
997
"Villa Alemana, VS"
555
"Puente Alto, RM"
100000
"Lo Prado, RM"
60000
"Santiago, RM"
98000
"Buin, RM"
126000
"Colina, RM"
200000
"Santiago, RM"
163000
"Lampa, RM"
103000
"Santiago, RM"
300
"La Florida, RM"
172000
"Viña del Mar, VS"
160900
"Estación Central, RM"
400
"Chépica, LI"
1622
"Peñaflor, RM"
11000
"Melipilla, RM"
300
"Viña del Mar, VS"
500
"Viña del Mar, VS"
69000
"Quillota, VS"
220000
"Santiago, RM"
70000
"Puente Alto, RM"
27000
"Santiago, RM"
157000
"San Javier, ML"
100000
"San Bernardo, RM"
60000
"Pudahuel, RM"
100000
"Lo Barnechea, RM"
50000
"San Carlos, NB"
95000
"Rancagua, LI"
176000
"La Cisterna, RM"
250000
"Santiago, RM"
300
"Santa Cruz, LI"
183000
"Conchalí, RM"
15000
"El Tabo, VS"
159000
"Quintero, VS"
123000
"Puente Alto, RM"
20000
"Santiago, RM"
246177
"Talca, ML"
239000
"Talca, ML"
88000
"Padre Hurtado, RM"
281000
"Cerrillos, RM"
75000
"Quilpué, VS"
69000
"Macul, RM"
77000
"Santiago, RM"
133000
"Estación Central, RM"
60000
"Quillota, VS"
137000
"Macul, RM"
168000
"Santiago, RM"
70000
"Curicó, ML"
147000
"El Bosque, RM"
100000
"Macul, RM"
57000
"Calle Larga, VS"
24000
"La Cisterna, RM"
150000
"Macul, RM"
94000
"Lo Espejo, RM"
125000
"San Vicente, LI"
75000
"Ñuñoa, RM"
75000
"Pudahuel, RM"
121000
"La Granja, RM"
68000
"Algarrobo, VS"
216000
"Pudahuel, RM"
85000
"San Joaquín, RM"
96540
"Colina, RM"
230000
"Peñalolén, RM"
64000
"La Florida, RM"
59000
"Quilpué, VS"
95000
"Santiago, RM"
111000
"Macul, RM"
22000
"Ñuñoa, RM"
170000
"Calera de Tango, RM"
200000
"Maipú, RM"
220000
"Las Condes, RM"
179000
"Talca, ML"
10000
"Peñalolén, RM"
119000
"Santiago, RM"
77000
"Talca, ML"
124000
"Estación Central, RM"
94000
"Concón, VS"
16000
"Santiago, RM"
300
"El Quisco, VS"
140000
"Santiago, RM"
155000
"Peñaflor, RM"
105000
"Lo Prado, RM"
100000
"El Tabo, VS"
139000
"Santiago, RM"
134000
"Padre Hurtado, RM"
110000
"Quintero, VS"
205000
"La Florida, RM"
30000
"Talca, ML"
130000
"Curicó, ML"
208000
"Maipú, RM"
100000
"Cerro Navia, RM"
169000
"Maipú, RM"
130000
"La Florida, RM"
140000
"Santiago, RM"
230000
"Villa Alemana, VS"
55000
"Villa Alemana, VS"
16000
"Quilicura, RM"
152000
"Santiago, RM"
300
"Talagante, RM"
300000
"Buin, RM"
234000
"Santiago, RM"
280000
"Santiago, RM"
200000
"La Cisterna, RM"
198000
"Curicó, ML"
600
"Valparaíso, VS"
240000
"Pudahuel, RM"
156000
"Santiago, RM"
132000
"La Ligua, VS"
30000
"Machalí, LI"
195000
"Molina, ML"
250000
"La Florida, RM"
103000
"San Miguel, RM"
240000
"Santiago, RM"
1356
"Puente Alto, RM"
75000
"Santiago, RM"
75000
"Cartagena, VS"
116000
"San Bernardo, RM"
300000
"La Pintana, RM"
1000
"Los Andes, VS"
200000
"Santiago, RM"
164000
"Cerrillos, RM"
151000
"Las Condes, RM"
256000
"Santiago, RM"
200000
"Quilpué, VS"
65000
"Puchuncaví, VS"
76000
"Valparaíso, VS"
100000
"Recoleta, RM"
233000
"Quillota, VS"
144000
"Pedro Aguirre Cerda, RM"
106000
"Concepción, BI"
200000
"Valparaíso, VS"
2000
"Santiago, RM"
40000
"Conchalí, RM"
67000
"Melipilla, RM"
47000
"Quilicura, RM"
284000
"Coltauco, LI"
559
"Molina, ML"
120000
"Estación Central, RM"
93000
"Viña del Mar, VS"
1000
"La Cruz, VS"
130000
"Santiago, RM"
300
"Santiago, RM"
240000
"San Miguel, RM"
121000
"Santiago, RM"
300000
"Quilicura, RM"
98000
"San Felipe, VS"
11000
"Melipilla, RM"
109000
"San Bernardo, RM"
28000
"La Serena, CO"
49000
"Quilpué, VS"
394205
"Calera de Tango, RM"
55000
"San Nicolás, NB"
119000
"Peñaflor, RM"
311
"Huechuraba, RM"
116000
"Santiago, RM"
112000
"Puente Alto, RM"
20000
"Viña del Mar, VS"
124000
"Ñuñoa, RM"
130000
"Valparaíso, VS"
137000
"Santiago, RM"
43000
"Estación Central, RM"
41000
"Pudahuel, RM"
160000
"Santiago, RM"
135000
"Santiago, RM"
3412
"Huechuraba, RM"
25000
"El Bosque, RM"
250000
"Olmué, VS"
1111
"Buin, RM"
182000
"San Bernardo, RM"
206000
"La Cisterna, RM"
87000
"Talca, ML"
194000
"Calera, VS"
168000
"Santiago, RM"
137000
"Santiago, RM"
85000
"Valparaíso, VS"
200000
"Villa Alemana, VS"
100000
"Doñihue, LI"
530
"Linares, ML"
200000
"Coquimbo, CO"
194000
"Macul, RM"
330
"San Bernardo, RM"
11000
"Maipú, RM"
250000
"Santiago, RM"
54000
"Cartagena, VS"
300
"Puente Alto, RM"
167000
"Calera de Tango, RM"
151000
"Concepción, BI"
200000
"Pedro Aguirre Cerda, RM"
24135
"Vitacura, RM"
279000
"La Pintana, RM"
78000
"Santiago, RM"
167000
"La Florida, RM"
149000
"San Bernardo, RM"
132000
"Santiago, RM"
153000
"Lo Barnechea, RM"
226000
"Santiago, RM"
298000
"Talca, ML"
182000
"Santiago, RM"
245000
"Maipú, RM"
182000
"San Antonio, VS"
130000
"Olivar, LI"
1111
"Colina, RM"
256000
"Puente Alto, RM"
138000
"Talca, ML"
199000
"Peñaflor, RM"
230000
"La Cisterna, RM"
233000
"Estación Central, RM"
158000
"Ñuñoa, RM"
150000
"Puente Alto, RM"
180000
"Viña del Mar, VS"
300
"Cerrillos, RM"
109000
"Villa Alemana, VS"
130000
"Santiago, RM"
240000
"San Felipe, VS"
250000
"Paine, RM"
226000
"El Bosque, RM"
192000
"Puente Alto, RM"
120000
"Cerrillos, RM"
186000
"Talagante, RM"
300
"Buin, RM"
266000
"Quilpué, VS"
111000
"Pudahuel, RM"
1111
"Catemu, VS"
7777
"El Quisco, VS"
300
"Pudahuel, RM"
48000
"Maipú, RM"
196000
"Santiago, RM"
11000
"Curicó, ML"
200000
"Viña del Mar, VS"
116000
"Santiago, RM"
300
"La Serena, CO"
120000
"Olmué, VS"
109000
"El Bosque, RM"
144000
"Peralillo, LI"
177000
"Melipilla, RM"
101000
"Colina, RM"
150000
"Puente Alto, RM"
67000
"Ñuñoa, RM"
108000
"La Granja, RM"
5000
"Nogales, VS"
200000
"Santiago, RM"
212000
"Santiago, RM"
50000
"Rancagua, LI"
10000
"Estación Central, RM"
15000
"Calera, VS"
65000
"Quillota, VS"
50000
"Talca, ML"
120000
"Quilpué, VS"
22000
"Melipilla, RM"
1111
"Talagante, RM"
160000
"Santiago, RM"
188000
"Lampa, RM"
24000
"Santiago, RM"
11000
"Las Condes, RM"
97000
"Talagante, RM"
10000
"Santiago, RM"
78000
"Santa Cruz, LI"
35000
"San Miguel, RM"
150000
"Santiago, RM"
102000
"Lampa, RM"
160000
"Mostazal, LI"
201000
"Macul, RM"
200000
"Santiago, RM"
30000
"Santiago, RM"
44000
"La Florida, RM"
214000
"Coquimbo, CO"
151000
"Pedro Aguirre Cerda, RM"
56000
"Quillota, VS"
115000
"Chillán, NB"
255000
"San Miguel, RM"
89000
"Maipú, RM"
180000
"Talca, ML"
200000
"Lampa, RM"
140000
"El Bosque, RM"
300000
"Teno, ML"
275000
"Puente Alto, RM"
200000
"Estación Central, RM"
196000
"Pichidegua, LI"
101000
"Colbún, ML"
113000
"Santa Cruz, LI"
188000
"Paine, RM"
19000
"Santiago, RM"
127000
"Talagante, RM"
9455
"San Antonio, VS"
160000
"La Serena, CO"
161000
"San Bernardo, RM"
118000
"Santiago, RM"
300
"San Miguel, RM"
132000
"Linares, ML"
270000
"Santiago, RM"
181000
"Maipú, RM"
242000
"Huechuraba, RM"
120000
"Santiago, RM"
230000
"La Serena, CO"
181000
"Valparaíso, VS"
230000
"Padre Hurtado, RM"
300000
"Santiago, RM"
145000
"Calera, VS"
300
"Pedro Aguirre Cerda, RM"
180000
"Las Condes, RM"
78000
"Cerro Navia, RM"
25000
"Melipilla, RM"
255000
"Talca, ML"
186000
"Maipú, RM"
180000
"La Granja, RM"
75000
"Cartagena, VS"
282000
"La Serena, CO"
154000
"Santiago, RM"
169000
"La Florida, RM"
88000
"Quilicura, RM"
191000
"La Serena, CO"
230000
"Quilpué, VS"
111000
"Quillota, VS"
200000
"Rancagua, LI"
193080
"Melipilla, RM"
450520
"San Fernando, LI"
200000
"Llay Llay, VS"
190000
"San Joaquín, RM"
131000
"Huechuraba, RM"
200000
"Santiago, RM"
112000
"Talagante, RM"
197000
"Viña del Mar, VS"
43000
"Santiago, RM"
7846
"Santiago, RM"
52000
"San Antonio, VS"
200000
"Valparaíso, VS"
300
"Lo Barnechea, RM"
49000
"Zapallar, VS"
107000
"Cerro Navia, RM"
73000
"La Cisterna, RM"
22000
"San Clemente, ML"
25000
"La Serena, CO"
116000
"La Florida, RM"
24000
"Valparaíso, VS"
190000
"El Bosque, RM"
290000
"Pirque, RM"
12000
"Molina, ML"
80000
"San Bernardo, RM"
135000
"Villa Alemana, VS"
163000
"Santiago, RM"
270000
"Buin, RM"
89000
"Peumo, LI"
200000
"Puente Alto, RM"
135000
"Viña del Mar, VS"
1475
"La Reina, RM"
125000
"Coinco, LI"
158000
"Estación Central, RM"
200000
"San Vicente, LI"
198000
"Rancagua, LI"
59000
"Puente Alto, RM"
172000
"Linares, ML"
109000
"La Ligua, VS"
123000
"El Tabo, VS"
259000
"Peñaflor, RM"
66000
"Cauquenes, ML"
138000
"Lo Barnechea, RM"
73000
"Santiago, RM"
70000
"Quilpué, VS"
10000
"Santiago, RM"
16000
"Cerrillos, RM"
62000
"Huechuraba, RM"
180000
"Peñalolén, RM"
112000
"Valparaíso, VS"
84000
"Villa Alemana, VS"
142000
"Santiago, RM"
12000
"Curicó, ML"
221000
"Santiago, RM"
1111
"Paine, RM"
150000
